date,present,employee,attendance_rate,holiday_name,holiday_type,is_holiday,day_of_week,is_weekday,is_weekend,month,year,week_of_year,day_of_month,is_month_start,is_month_end,woy_sin,woy_cos,before_holiday,after_holiday,is_sandwich_day,lag_1,lag_7,lag_14,lag_30,rolling_7,rolling_14,rolling_30,rolling_std_7,rolling_std_14
2024-02-26,289,315,0.9174603174603174,,None,0,0,1,0,2,2024,9,26,0,0,0.8854560256532099,0.4647231720437686,0,0,0,1.0,0.9050632911392406,1.0,0.9588607594936709,0.9579566003616636,0.9581682884124115,0.9601135222021299,0.03436201239767373,0.03675020507923186
2024-02-27,291,314,0.9267515923566879,,None,0,1,1,0,2,2024,9,27,0,0,0.8854560256532099,0.4647231720437686,0,0,0,0.9174603174603174,0.9335443037974683,0.9145569620253164,1.0,0.9597276041218176,0.952272596802434,0.9587335074676847,0.03137084358711911,0.03613875689041925
2024-02-28,300,316,0.9493670886075949,,None,0,2,1,0,2,2024,9,28,0,0,0.8854560256532099,0.4647231720437686,0,0,0,0.9267515923566879,0.9525316455696202,0.9525316455696202,1.0,0.9587572167731346,0.9531436418261034,0.9562918938795744,0.032403805175263145,0.03529693518381531
2024-02-29,294,316,0.930379746835443,,None,0,3,1,0,2,2024,9,29,0,1,0.8854560256532099,0.4647231720437686,0,0,0,0.9493670886075949,0.9493670886075949,0.9050632911392406,0.9430379746835443,0.958305137207131,0.9529176020431017,0.9546041301664941,0.032526977720131814,0.03531128576710639
2024-03-01,300,315,0.9523809523809523,,None,0,4,1,0,3,2024,9,1,1,0,0.8854560256532099,0.4647231720437686,0,0,0,0.930379746835443,0.9651898734177216,0.9365079365079365,0.9588607594936709,0.9555926598111093,0.954725920307116,0.9541821892382241,0.034147868788822144,0.03326082168477558
2024-03-04,294,315,0.9333333333333333,,None,0,0,1,0,3,2024,10,4,0,0,0.9350162426854148,0.35460488704253557,0,0,0,1.0,0.9174603174603174,0.9050632911392406,0.9588607594936709,0.9537628139487138,0.9558597071551886,0.9575590561593947,0.03389009654101712,0.03286016608078165
2024-03-05,297,316,0.939873417721519,,None,0,1,1,0,3,2024,10,5,0,0,0.9350162426854148,0.35460488704253557,0,0,0,0.9333333333333333,0.9267515923566879,0.9335443037974683,1.0,0.9560303876448587,0.9578789958833381,0.9567081419540501,0.03150325659094315,0.030264669619217522
2024-03-06,296,316,0.9367088607594937,,None,0,2,1,0,3,2024,10,6,0,0,0.9350162426854148,0.35460488704253557,0,0,0,0.939873417721519,0.9493670886075949,0.9525316455696202,1.0,0.9579049341255489,0.9583310754493418,0.9547039225447674,0.02981591690978732,0.029918498646047835
2024-03-07,291,316,0.9208860759493671,,None,0,3,1,0,3,2024,10,7,0,0,0.9350162426854148,0.35460488704253557,0,0,0,0.9367088607594937,0.930379746835443,0.9493670886075949,0.939873417721519,0.9560966158615345,0.9572008765343327,0.9525942179034173,0.03078804427715138,0.030448593731548467
2024-03-08,303,316,0.9588607594936709,,None,0,4,1,0,3,2024,10,8,0,0,0.9350162426854148,0.35460488704253557,0,0,0,0.9208860759493671,0.9523809523809523,0.9651898734177216,0.9208860759493671,0.9547403771635236,0.9551665184873165,0.9519613065110122,0.03228253167227932,0.03192777319312581
2024-03-11,88,89,0.9887640449438202,Hari Suci Nyepi Tahun Baru Saka 1946,National,1,0,1,0,3,2024,11,11,0,0,0.970941817426052,0.23931566428755804,1,0,1,1.0,0.9333333333333333,0.9174603174603174,0.8670886075949367,0.955666063893912,0.9547144389213128,0.9549148930089025,0.03229650007047351,0.03181955569893368
2024-03-12,287,316,0.9082278481012658,Cuti Bersama Hari Suci Nyepi Tahun Baru Saka 1946,Cuti Bersama,1,1,1,0,3,2024,11,12,0,0,0.970941817426052,0.23931566428755804,0,1,1,0.9887640449438202,0.939873417721519,0.9267515923566879,1.0,0.9635847369811243,0.9598075623129916,0.958970740920532,0.03270109914530482,0.0310961796385954
2024-03-13,294,316,0.930379746835443,,None,0,2,1,0,3,2024,11,13,0,0,0.970941817426052,0.23931566428755804,0,1,1,0.9082278481012658,0.9367088607594937,0.9493670886075949,1.0,0.9590639413210883,0.9584844377233185,0.9559116691905741,0.03824322738188153,0.03294973046743902
2024-03-14,298,316,0.9430379746835443,,None,0,3,1,0,3,2024,11,14,0,0,0.970941817426052,0.23931566428755804,0,0,0,0.930379746835443,0.9208860759493671,0.930379746835443,0.9145569620253164,0.958159782189081,0.9571281990253077,0.953590994085089,0.03892851890263474,0.03373527920523914
2024-03-15,298,316,0.9430379746835443,,None,0,4,1,0,3,2024,11,15,0,0,0.970941817426052,0.23931566428755804,0,0,0,0.9430379746835443,0.9588607594936709,0.9523809523809523,0.9525316455696202,0.9613243391511063,0.958032358157315,0.9545403611736966,0.0361981041026218,0.03312738524923332
2024-03-18,286,316,0.9050632911392406,,None,0,0,1,0,3,2024,12,18,0,0,0.992708874098054,0.120536680255323,0,0,0,1.0,0.9887640449438202,0.9333333333333333,1.0,0.9590639413210883,0.9573650026075001,0.9595048645559213,0.03686545934432343,0.033343394635168735
2024-03-19,297,316,0.939873417721519,,None,0,1,1,0,3,2024,12,19,0,0,0.992708874098054,0.120536680255323,0,0,0,0.9050632911392406,0.9082278481012658,0.939873417721519,1.0,0.9471066907775768,0.9553457138793506,0.9563403075938961,0.03913122311945371,0.035684545321270036
2024-03-20,296,316,0.9367088607594937,,None,0,2,1,0,3,2024,12,20,0,0,0.992708874098054,0.120536680255323,0,0,0,0.939873417721519,0.930379746835443,0.9367088607594937,0.9050632911392406,0.9516274864376131,0.9553457138793505,0.9543360881846134,0.0355556099989917,0.035684545321270036
2024-03-21,301,316,0.9525316455696202,,None,0,3,1,0,3,2024,12,21,0,0,0.992708874098054,0.120536680255323,0,0,0,0.9367088607594937,0.9430379746835443,0.9208860759493671,0.9335443037974683,0.9525316455696203,0.9553457138793506,0.9553909405052885,0.035001392453664536,0.035684545321270036
2024-03-22,293,316,0.9272151898734177,,None,0,4,1,0,3,2024,12,22,0,0,0.992708874098054,0.120536680255323,0,0,0,0.9525316455696202,0.9430379746835443,0.9588607594936709,0.9525316455696202,0.9538878842676312,0.9576061117093687,0.9560238518976936,0.03475528586042148,0.03430961833016649
2024-03-25,297,316,0.939873417721519,,None,0,0,1,0,3,2024,13,25,0,0,1.0,-1.6081226496766364e-16,0,0,0,1.0,0.9050632911392406,0.9887640449438202,1.0,0.951627486437613,0.9553457138793505,0.9580280713069763,0.036068281705796686,0.03525015138164872
2024-03-26,299,316,0.9462025316455697,,None,0,1,1,0,3,2024,13,26,0,0,1.0,-1.6081226496766364e-16,0,0,0,0.939873417721519,0.939873417721519,0.9082278481012658,1.0,0.9566003616636528,0.9518535262206148,0.9560238518976936,0.03055692257289029,0.03408735733808576
2024-03-27,294,316,0.930379746835443,,None,0,2,1,0,3,2024,13,27,0,0,1.0,-1.6081226496766364e-16,0,0,0,0.9462025316455697,0.9367088607594937,0.930379746835443,0.9174603174603174,0.9575045207956601,0.9545660036166366,0.9542306029525459,0.030069238966213198,0.0317817697762118
2024-03-28,296,316,0.9367088607594937,,None,0,3,1,0,3,2024,13,28,0,0,1.0,-1.6081226496766364e-16,1,0,1,0.930379746835443,0.9525316455696202,0.9430379746835443,0.9267515923566879,0.9566003616636527,0.9545660036166366,0.9546612505983834,0.030882913700902938,0.0317817697762118
2024-03-29,66,67,0.9850746268656716,Wafat Isa Al Masih,National,1,4,1,0,3,2024,13,29,0,0,1.0,-1.6081226496766364e-16,0,0,0,0.9367088607594937,0.9272151898734177,0.9430379746835443,0.9493670886075949,0.9543399638336348,0.9541139240506329,0.9549931595451435,0.031795905714051595,0.03200261096111223
2024-04-01,295,316,0.9335443037974683,,None,0,0,1,0,4,2024,14,1,1,0,0.992708874098054,-0.12053668025532288,0,1,1,1.0,0.939873417721519,0.9050632911392406,1.0,0.962605597689671,0.957116542063642,0.9600913875131998,0.031081878292307418,0.03284443620326924
2024-04-02,298,316,0.9430379746835443,,None,0,1,1,0,4,2024,14,2,0,0,0.992708874098054,-0.12053668025532288,0,0,0,0.9335443037974683,0.9462025316455697,0.939873417721519,1.0,0.9617014385576638,0.9591509001106583,0.957876197639782,0.03193374187151535,0.030143260212918407
2024-04-03,298,316,0.9430379746835443,,None,0,2,1,0,4,2024,14,3,0,0,0.992708874098054,-0.12053668025532288,0,0,0,0.9430379746835443,0.930379746835443,0.9367088607594937,0.9333333333333333,0.9612493589916601,0.9593769398936602,0.9559774634625667,0.03221092298240937,0.029999101902217766
2024-04-04,297,316,0.939873417721519,,None,0,3,1,0,4,2024,14,4,0,0,0.992708874098054,-0.12053668025532288,0,0,0,0.9430379746835443,0.9367088607594937,0.9525316455696202,0.939873417721519,0.9630576772556746,0.9598290194596636,0.9563009515075738,0.03049888745349877,0.02967718393706099
2024-04-05,288,315,0.9142857142857143,,None,0,4,1,0,4,2024,14,5,0,0,0.992708874098054,-0.12053668025532288,0,0,0,0.939873417721519,0.9850746268656716,0.9272151898734177,0.9367088607594937,0.9635097568216782,0.9589248603276566,0.9563009515075738,0.03006357691977341,0.030106334020984848
2024-04-08,36,39,0.9230769230769231,Cuti Bersama Idul Fitri 1445 Hijriyah,Cuti Bersama,1,0,1,0,4,2024,15,8,0,0,0.9709418174260521,-0.2393156642875575,1,0,1,1.0,0.9335443037974683,0.939873417721519,1.0,0.9551392153032872,0.9588724064964792,0.9599684561753873,0.03635276206892833,0.03272349525258396
